1,"True or False: The Firehawk AS is Firestone’s best all-season Performance tire.",TRUE,FALSE,,
1,"True or False: The Firehawk AS comes with Firestone’s 90 Day Buy & Try Guarantee.",TRUE,FALSE,,
0,What type of tire is the Firehawk AS?,All-season,Summer,Winter,Max traction
1,True or False: The Firehawk AS is a summer tire.,FALSE,TRUE,,
1,"True or False: The Firehawk AS has a limited treadwear warranty of up to 40,000 miles/65,000 kms.",FALSE,TRUE,,
0,Which one of the following does NOT describe the Firehawk AS?,Touring tire,All-season tire,"Up to 50,000-mile/80,000 km limited treadwear warranty",Comes in 30 sizes for H and V speed ratings
1,True or False: The Firehawk AS is designed for drivers of performance sedans and sport coupes.,TRUE,FALSE,,
1,"True or False: The Firehawk AS is designed to perform well on dry, wet, and snowy surfaces.",TRUE,FALSE,,
1,True or False: The Firehawk AS is made for passenger cars and CUVs.,FALSE,TRUE,,
0,Which technology in the Firehawk AS provides resistance to hydroplaning?,Increased Water Channels,More Biting Edges,Full Depth Sipes & Grooves,Optimized Footprint
0,Which technology in the Firehawk AS increases snow traction?,More Biting Edges,Increased Water Channels,Full Depth Sipes & Grooves,Optimized Footprint
0,Which technology in the Firehawk AS helps preserve performance when worn?,Full Depth Sipes & Grooves,Increased Water Channels,More Biting Edges,Optimized Footprint
0,Which technology in the Firehawk AS helps preserve sporty performance throughout the life of the tire?,Full Depth Sipes & Grooves,Increased Water Channels,More Biting Edges,Optimized Footprint
0,Which technology in the Firehawk AS provides improved resistance to hydroplaning (compared to the Firehawk Wide Oval AS)?,Increased Water Channels,More Biting Edges,Full Depth Sipes & Grooves,Optimized Footprint
0,Which technology is NOT featured in the Firehawk AS?,Zig Zag Sipes ,Increased Water Channels,More Biting Edges,Full Depth Sipes & Grooves
1,True or False: The Firehawk AS is a Touring tire.,FALSE,TRUE,,
1,True or False: The Firehawk AS comes in 30 sizes for H and V speed ratings.,TRUE,FALSE,,
1,True or False: The Firehawk AS has 20 percent more biting edges for improved snow and ice grip compared to the Firehawk Wide Oval AS.,TRUE,FALSE,,
1,True or False: The Firehawk AS has 30 percent more biting edges for improved snow and ice grip (compared to the Firehawk Wide Oval AS).,FALSE,TRUE,,
1,True or False: The Firehawk AS offers six white letter sizes.,FALSE,TRUE,,