0,What category of tire is the Dueler H/P Sport?,Performance,Max Traction,Touring,Winter
0,The Dueler H/P Sport is designed for which vehicles?,SUVs and CUVs,Commercial trucks and SUVs,Light trucks and CUVs,Light trucks and SUVs
0,The Dueler H/P Sport is which type of tire?,Summer,All-season,Winter,All-terrain
1,True or False: The Dueler H/P Sport is an all-season Performance tire.,FALSE,TRUE,,
1,"True or False: The Dueler H/P Sport received Bridgestone’s Eco-Products designation.",FALSE,TRUE,,
0,"Which technology increases the tire’s flexibility for confident wet and dry performance?","Silica","Computer Optimized Component System","O-Bead Technology","L.L. Carbon"
0,"Which technology promotes treadwear and resists cracking, chipping, and tearing of the tread rubber?",L.L. Carbon,Computer Optimized Component System ,O-Bead Technology,Silica
0,Which technology maximizes tire performance?,Computer Optimized Component System ,O-Bead Technology,L.L. Carbon,Silica
0,Which technology creates a precisely round tire for greater highway stability?,O-Bead Technology,Computer Optimized Component System,L.L. Carbon,Silica
0,Which of these is NOT a feature of the Dueler H/P Sport?,3D Zig Zag Sipes,Computer Optimized Component System,L.L. Carbon,Silica
0,Which of these is NOT a feature of the Dueler H/P Sport?,"Up to 50,000-mile/80,000 km limited treadwear warranty",Summer performance,Powerful traction in wet and dry conditions,Quick steering response
1,True or False: The Dueler H/P Sport is an All Terrain light truck tire.,FALSE,TRUE,,
1,True or False: The Dueler H/P Sport is a summer Performance tire.,TRUE,FALSE,,
1,True or False: The Dueler H/P Sport is Original Equipment on several luxury CUVs.,TRUE,FALSE,,
1,"True or False: The Dueler H/P Sport is designed for customers who want impressive levels of handling agility, comfort, and refinement.",TRUE,FALSE,,
1,True or False: The Dueler H/P Sport is engineered for strong winter traction. ,FALSE,TRUE,,
1,"True or False: The Dueler H/P Sport is backed by Bridgestone’s Platinum Pact Limited Warranty and 90 Day Buy & Try Guarantee.",TRUE,FALSE,,
1,"True or False: The Dueler H/P Sport has a 40,000-mile/65,000 km limited treadwear warranty.",FALSE,TRUE,,
1,True or False: The Dueler H/P Sport is a light truck tire.,TRUE,FALSE,,
1,"True or False: The Dueler H/P Sport comes in H, V, W, and Y speed ratings.",TRUE,FALSE,,